item_name,height,weight,rating,fit
-1.5704098258194086,1.292613554761969,1.3809046674764964,0.6484222787661794,1
-1.5694103089812703,0.4263710572004186,-0.7043435961277056,0.6484222787661794,1
-1.5684107921431323,0.4263710572004186,0.3382805356743954,-2.309686054149975,0
-1.5674112753049942,-0.4398714403611269,-0.2872939434068652,-0.337613832205872,2
-1.5664117584668562,-0.4398714403611269,-0.4958187697672854,0.6484222787661794,1
-1.5654122416287182,-0.4398714403611269,-0.7877535266718737,0.6484222787661794,1
-1.5644127247905801,-0.8729926891418998,0.3382805356743954,-0.337613832205872,2
-1.5634132079524419,0.4263710572004186,1.5894294938369167,-0.337613832205872,2
-1.5624136911143038,-0.006750191580354153,-0.5792287003114535,0.6484222787661794,1
-1.5614141742761658,-0.006750191580354153,1.5894294938369167,0.6484222787661794,1
-1.5604146574380278,-0.8729926891418998,-0.07876911704644501,0.6484222787661794,1
-1.5594151405998897,1.292613554761969,0.6719202578510677,0.6484222787661794,1
-1.5584156237617517,-1.3061139379226774,1.3809046674764964,0.6484222787661794,1
-1.5574161069236137,0.4263710572004186,0.7553301883952358,0.6484222787661794,1
-1.5564165900854754,0.8594923059811962,2.006479146557757,-2.309686054149975,1
-1.5554170732473374,0.4263710572004186,2.006479146557757,0.6484222787661794,1
-1.5544175564091993,-0.8729926891418998,0.004640813497723075,0.6484222787661794,1
-1.5534180395710613,0.8594923059811962,-0.2872939434068652,-0.337613832205872,2
-1.5524185227329232,-0.4398714403611269,1.5894294938369167,0.6484222787661794,1
-1.5514190058947852,-0.006750191580354153,-0.7043435961277056,0.6484222787661794,1
-1.5504194890566472,-0.8729926891418998,-0.2872939434068652,-0.337613832205872,1
-1.549419972218509,-0.4398714403611269,-0.2872939434068652,-0.337613832205872,0
-1.5484204553803709,-0.8729926891418998,-0.4958187697672854,-2.309686054149975,0
-1.5474209385422328,-0.4398714403611269,-0.4958187697672854,0.6484222787661794,1
-1.5464214217040948,1.292613554761969,1.3809046674764964,0.6484222787661794,0
-1.5454219048659568,-1.3061139379226774,-0.4958187697672854,-0.337613832205872,1
-1.5444223880278187,-0.5353627393049201,-1.7469677279298066,0.6484222787661794,1
-1.5434228711896805,-0.006750191580354153,0.7553301883952358,0.6484222787661794,1
-1.5424233543515424,-0.8729926891418998,-0.20388401286269714,-0.337613832205872,1
-1.5414238375134044,-1.3061139379226774,0.3382805356743954,0.6484222787661794,1
-1.5404243206752664,-0.5353627393049201,1.1723798411160762,-0.337613832205872,1
-1.5394248038371283,-0.5353627393049201,-0.2872939434068652,0.6484222787661794,1
-1.5384252869989903,0.4263710572004186,0.1297557093139752,0.6484222787661794,1
-1.5374257701608522,0.8594923059811962,1.3809046674764964,0.6484222787661794,1
-1.536426253322714,-0.8729926891418998,0.3382805356743954,-1.3236499431779234,1
-1.535426736484576,0.4263710572004186,4.091727410161959,-0.337613832205872,2
-1.534427219646438,1.7257348035427418,0.5468053620348156,-3.295722165122026,0
-1.5334277028082999,-0.8729926891418998,-1.3299180752089663,-2.309686054149975,2
-1.5324281859701618,-0.8729926891418998,-1.121393248848546,0.6484222787661794,2
-1.5314286691320238,0.8594923059811962,1.1723798411160762,0.6484222787661794,1
-1.5304291522938858,-0.4398714403611269,-1.121393248848546,-0.337613832205872,1
-1.5294296354557475,-1.7392351867034501,-0.03706415177436097,0.6484222787661794,1
-1.5284301186176095,0.8594923059811962,0.1297557093139752,-2.309686054149975,0
-1.5274306017794714,1.292613554761969,-0.07876911704644501,0.6484222787661794,1
-1.5264310849413334,0.4263710572004186,3.883202583801539,0.6484222787661794,1
-1.5254315681031954,1.7257348035427418,0.3382805356743954,0.6484222787661794,1
-1.5244320512650573,-1.3061139379226774,-0.32899890867894926,0.6484222787661794,1
-1.523432534426919,0.8594923059811962,0.1297557093139752,-1.3236499431779234,0
-1.522433017588781,-0.006750191580354153,-0.7043435961277056,0.6484222787661794,2
-1.521433500750643,0.4263710572004186,-0.07876911704644501,-2.309686054149975,1
-1.520433983912505,-0.006750191580354153,0.963855014755656,0.6484222787661794,1
-1.519434467074367,1.292613554761969,1.5894294938369167,0.6484222787661794,1
-1.5184349502362289,0.4263710572004186,0.1297557093139752,-3.295722165122026,2
-1.5174354333980908,-0.5353627393049201,0.7553301883952358,0.6484222787661794,1
-1.5164359165599526,0.8594923059811962,-0.20388401286269714,-0.337613832205872,1
-1.5154363997218145,1.292613554761969,-0.07876911704644501,0.6484222787661794,1
-1.5144368828836765,-0.4398714403611269,-0.7043435961277056,0.6484222787661794,1
-1.5134373660455385,-1.3061139379226774,2.4235287992785977,-0.337613832205872,2
-1.5124378492074004,0.4263710572004186,-0.4958187697672854,0.6484222787661794,1
-1.5114383323692624,-0.4398714403611269,-0.7043435961277056,0.6484222787661794,1
-1.5104388155311241,-1.7392351867034501,-0.7043435961277056,0.6484222787661794,1
-1.509439298692986,-1.3061139379226774,-0.2872939434068652,0.6484222787661794,2
-1.508439781854848,-0.5353627393049201,0.6719202578510677,0.6484222787661794,1
-1.50744026501671,-0.4398714403611269,0.1297557093139752,0.6484222787661794,1
-1.506440748178572,-2.172356435484223,-0.07876911704644501,0.6484222787661794,1
-1.505441231340434,-0.5353627393049201,-0.07876911704644501,-0.337613832205872,1
-1.504441714502296,-1.3061139379226774,0.04634577876980712,0.6484222787661794,2
-1.5034421976641577,-0.006750191580354153,0.5468053620348156,0.6484222787661794,1
-1.5024426808260196,-2.172356435484223,0.5051003967627316,-1.3236499431779234,2
-1.5014431639878816,0.4263710572004186,-0.6626386308556216,0.6484222787661794,1
-1.5004436471497435,-0.4398714403611269,-0.4958187697672854,0.6484222787661794,1
-1.4994441303116055,-0.5353627393049201,1.5894294938369167,0.6484222787661794,1
-1.4984446134734675,-0.8729926891418998,-1.3299180752089663,0.6484222787661794,1
-1.4974450966353294,-0.8729926891418998,0.004640813497723075,0.6484222787661794,1
-1.4964455797971912,-0.5353627393049201,-0.4958187697672854,0.6484222787661794,1
-1.4954460629590531,1.7257348035427418,-0.07876911704644501,-0.337613832205872,1
-1.494446546120915,0.4263710572004186,-0.4958187697672854,-1.3236499431779234,1
-1.493447029282777,-0.006750191580354153,1.1723798411160762,-2.309686054149975,2
-1.492447512444639,-0.8729926891418998,-0.7043435961277056,0.6484222787661794,0
-1.491447995606501,-0.5353627393049201,2.4235287992785977,0.6484222787661794,1
-1.4904484787683627,-0.4398714403611269,-0.6209336655835376,0.6484222787661794,1
-1.4894489619302247,1.7257348035427418,0.3382805356743954,0.6484222787661794,1
-1.4884494450920867,0.4263710572004186,1.1723798411160762,-0.337613832205872,1
-1.4874499282539486,0.8594923059811962,0.963855014755656,-1.3236499431779234,1
-1.4864504114158106,-0.8729926891418998,1.797954320197337,-2.309686054149975,1
-1.4854508945776725,0.4263710572004186,1.797954320197337,-0.337613832205872,1
-1.4844513777395345,-0.8729926891418998,-0.8294584919439577,0.6484222787661794,1
-1.4834518609013962,1.292613554761969,0.5468053620348156,0.6484222787661794,1
-1.4824523440632582,-2.172356435484223,-1.9137875890181428,-2.309686054149975,2
-1.4814528272251202,-0.006750191580354153,0.3382805356743954,0.6484222787661794,1
-1.4804533103869821,-1.3061139379226774,0.3382805356743954,0.6484222787661794,2
-1.479453793548844,-0.006750191580354153,0.4216904662185635,0.6484222787661794,1
-1.478454276710706,-1.3061139379226774,-0.9128684224881258,0.6484222787661794,1
-1.477454759872568,0.8594923059811962,0.5468053620348156,0.6484222787661794,1
-1.4764552430344298,-0.5353627393049201,-0.07876911704644501,0.6484222787661794,1
